run_id,block_idx,M_block,g_E_value,cond_logit_term,realized_block_rho,raw_Psi_meanI_state_block,raw_Psi_persistence_I_block
R_E_km0_7599_am0_4418_s31415,3,0.2061,-121.6749,53.76,0.6323,-0.0016,-0.0038
R_E_km0_7599_am0_4418_s31415,4,0.6323,122.1734,-53.9802,0.0158,-0.0001,0.0085
R_E_km0_7599_am0_4418_s31415,5,0.0158,-230.5259,101.8539,0.6344,0.0003,-0.0097
R_E_km0_7599_am0_4418_s31415,6,0.6344,123.4276,-54.5344,0.0163,-0.0008,-0.0028
R_E_km0_7599_am0_4418_s31415,7,0.0163,-230.2696,101.7406,0.6349,-0.0006,0.0033
R_E_km0_7599_am0_4418_s31415,8,0.6349,123.6656,-54.6395,0.0166,-0.001,-0.0074
R_E_km0_7599_am0_4418_s31415,9,0.0166,-230.0865,101.6597,0.6341,0.001,-0.0078
R_E_km0_7599_am0_4418_s31415,10,0.6341,123.2445,-54.4535,0.017,0.0007,0.023
R_E_km0_7599_am0_4418_s31415,11,0.017,-229.8485,101.5546,0.6337,0.0027,-0.0042
R_E_km0_7599_am0_4418_s31415,12,0.6337,122.9973,-54.3442,0.0164,-0.0013,-0.0106
R_E_km0_7599_am0_4418_s31415,13,0.0164,-230.2147,101.7164,0.6348,-0.0038,-0.0129
R_E_km0_7599_am0_4418_s31415,14,0.6348,123.6381,-54.6274,0.0169,-0.0013,-0.0086
R_E_km0_7599_am0_4418_s31415,15,0.0169,-229.9217,101.5869,0.6358,-0.0037,-0.0005
