Lambda_anchor,kappa,target_c,realized_delta_p,seed,window_start,Psi_meanI_state,Psi_meanI_state_z,Psi_persistence_I,Psi_persistence_I_z,relative_drift,rho_cv,rho_range_over_mean,mean_rho,Steady_State_Candidate,Lifted_Activation_Candidate,mean_active_state_variance,persistence_std,extinction_degenerate,saturation_degenerate,LowLow_Nondegenerate_Candidate
0.2,-0.1562,-0.05,-0.05,256,50,0.0006,1.0607,-0.0044,-0.2809,0.0227,0.0372,0.1931,0.2113,True,True,0.1666,0.0382,False,False,True
0.2,-0.1562,-0.05,-0.05,256,75,-0.0,0.4289,-0.0134,-1.3106,0.0171,0.0407,0.2137,0.2115,True,True,0.1667,0.0392,False,False,True
0.2,-0.1562,-0.05,-0.05,256,100,0.0009,1.2479,-0.0209,-1.9381,0.0065,0.0431,0.2138,0.2114,True,True,0.1666,0.0393,False,False,True
0.2,-0.1562,-0.05,-0.05,1024,0,-0.0002,0.1834,0.0042,0.4637,0.0248,0.0642,0.6384,0.2105,False,True,0.166,0.0404,False,False,True
0.2,-0.1562,-0.05,-0.05,1024,25,-0.0008,-0.3244,-0.0192,-1.9379,0.0097,0.0353,0.1949,0.2114,True,True,0.1667,0.0412,False,False,True
0.2,-0.1562,-0.05,-0.05,1024,50,-0.0012,-0.8147,-0.0129,-1.1032,0.0244,0.0347,0.1796,0.2116,True,True,0.1668,0.041,False,False,True
0.2,-0.1562,-0.05,-0.05,1024,75,-0.0017,-1.2717,-0.0187,-1.8441,0.0148,0.0367,0.2374,0.2123,True,True,0.1672,0.0405,False,False,True
0.2,-0.1562,-0.05,-0.05,1024,100,-0.0013,-0.961,-0.027,-2.7486,0.0151,0.0399,0.2229,0.2117,True,True,0.1668,0.0407,False,False,False
0.2,-0.1562,-0.05,-0.05,31415,0,0.0005,0.954,0.0127,1.3708,0.0407,0.0668,0.6719,0.2102,False,True,0.1658,0.0405,False,False,True
0.2,-0.1562,-0.05,-0.05,31415,25,0.0006,0.9298,-0.0047,-0.4235,0.0008,0.0398,0.2308,0.2114,True,True,0.1666,0.0403,False,False,True
0.2,-0.1562,-0.05,-0.05,31415,50,-0.0003,0.0085,-0.0082,-0.7169,0.0022,0.0415,0.2303,0.2119,True,True,0.1669,0.0406,False,False,True
0.2,-0.1562,-0.05,-0.05,31415,75,-0.0002,0.1764,-0.0067,-0.8033,0.002,0.0418,0.2252,0.2113,True,True,0.1666,0.0404,False,False,True
0.2,-0.1562,-0.05,-0.05,31415,100,-0.0006,-0.1598,-0.0119,-1.1333,0.0046,0.0441,0.2349,0.2111,True,True,0.1665,0.0399,False,False,True
0.2,0.0,0.0,0.0,42,0,-0.0003,0.2033,-0.0013,-0.1001,0.0503,0.0627,0.5896,0.1988,False,True,0.1591,0.0403,False,False,True
0.2,0.0,0.0,0.0,42,25,0.0006,0.8772,0.0124,1.5707,0.0165,0.0386,0.1795,0.2005,True,True,0.1603,0.0398,False,False,True
0.2,0.0,0.0,0.0,42,50,0.0003,0.7376,0.0167,1.9033,0.0068,0.0376,0.1792,0.2009,True,True,0.1605,0.0396,False,False,True
0.2,0.0,0.0,0.0,42,75,-0.0004,-0.0394,0.0059,0.6824,0.0145,0.0403,0.2147,0.2012,True,True,0.1606,0.0397,False,False,True
0.2,0.0,0.0,0.0,42,100,-0.0,0.3605,0.0038,0.5111,0.0227,0.0416,0.216,0.2,True,True,0.1599,0.0396,False,False,True
0.2,0.0,0.0,0.0,137,0,0.0014,1.7361,-0.005,-0.5278,0.0311,0.0639,0.6027,0.1998,False,True,0.1597,0.0399,False,False,True
0.2,0.0,0.0,0.0,137,25,0.0005,0.8944,-0.0048,-0.4091,0.013,0.0427,0.1937,0.2003,True,True,0.1601,0.0391,False,False,True
0.2,0.0,0.0,0.0,137,50,-0.0,0.3869,0.0024,0.3209,0.0071,0.0424,0.1942,0.1998,True,True,0.1598,0.0398,False,False,True
0.2,0.0,0.0,0.0,137,75,0.0001,0.4753,0.0175,1.761,0.0116,0.0404,0.1888,0.1992,True,True,0.1594,0.0393,False,False,True
0.2,0.0,0.0,0.0,137,100,0.0003,0.6151,0.0141,1.3306,0.0057,0.037,0.1549,0.1989,True,True,0.1593,0.0397,False,False,True
0.2,0.0,0.0,0.0,256,0,0.0011,1.5569,0.0054,0.5112,0.0379,0.0632,0.5835,0.1995,False,True,0.1595,0.0401,False,False,True
0.2,0.0,0.0,0.0,256,25,0.0012,1.4885,0.0094,0.8923,0.0056,0.0392,0.1969,0.2011,True,True,0.1606,0.0389,False,False,True
0.2,0.0,0.0,0.0,256,50,0.0003,0.7624,0.0051,0.5944,0.0286,0.039,0.194,0.2,True,True,0.1599,0.0384,False,False,True
0.2,0.0,0.0,0.0,256,75,-0.0002,0.2711,-0.0015,-0.0514,0.0241,0.0424,0.2059,0.2001,True,True,0.16,0.0392,False,False,True
0.2,0.0,0.0,0.0,256,100,0.0006,0.981,-0.0066,-0.5658,0.0063,0.0453,0.2083,0.1997,True,True,0.1597,0.0394,False,False,True
0.2,0.0,0.0,0.0,1024,0,-0.0003,0.0489,0.0151,1.3919,0.0259,0.064,0.6189,0.1991,False,True,0.1593,0.0399,False,False,True
0.2,0.0,0.0,0.0,1024,25,-0.0014,-0.9422,-0.015,-1.4992,0.0101,0.0375,0.2103,0.1997,True,True,0.1598,0.0408,False,False,True
0.2,0.0,0.0,0.0,1024,50,-0.0016,-1.3312,-0.0061,-0.4878,0.023,0.036,0.1879,0.2001,True,True,0.16,0.0406,False,False,True
0.2,0.0,0.0,0.0,1024,75,-0.0019,-1.5532,-0.0098,-0.9286,0.0144,0.0375,0.2252,0.2007,True,True,0.1603,0.0402,False,False,True
0.2,0.0,0.0,0.0,1024,100,-0.0015,-1.1331,-0.0178,-1.7978,0.0161,0.0406,0.2241,0.1999,True,True,0.1599,0.0408,False,False,True
0.2,0.0,0.0,0.0,31415,0,-0.0,0.4218,0.017,1.8358,0.0468,0.0655,0.6469,0.1985,False,True,0.1589,0.0403,False,False,True
0.2,0.0,0.0,0.0,31415,25,0.0001,0.4208,0.0008,0.1018,0.0017,0.0403,0.2567,0.1995,False,True,0.1596,0.04,False,False,True
0.2,0.0,0.0,0.0,31415,50,-0.0005,-0.2419,0.0001,0.0806,0.0036,0.0427,0.2559,0.2001,False,True,0.16,0.0402,False,False,True
0.2,0.0,0.0,0.0,31415,75,-0.0001,0.2337,0.0044,0.3801,0.0049,0.0427,0.2424,0.1997,True,True,0.1597,0.0402,False,False,True
0.2,0.0,0.0,0.0,31415,100,-0.0005,-0.0897,0.0044,0.5707,0.0008,0.0457,0.243,0.1992,True,True,0.1594,0.0396,False,False,True
0.2,0.1562,0.05,0.05,42,0,0.0005,0.944,0.0058,0.6292,0.0389,0.061,0.5686,0.1864,False,True,0.1515,0.04,False,False,True
0.2,0.1562,0.05,0.05,42,25,0.0015,1.7192,0.018,2.1129,0.0142,0.04,0.1745,0.1879,True,True,0.1525,0.0395,False,False,False
0.2,0.1562,0.05,0.05,42,50,0.001,1.4082,0.0257,2.7288,0.0086,0.0384,0.1742,0.1883,True,True,0.1528,0.0394,False,False,False
0.2,0.1562,0.05,0.05,42,75,0.0002,0.5649,0.0148,1.5246,0.0043,0.0401,0.2204,0.1887,True,True,0.1531,0.0394,False,False,True
0.2,0.1562,0.05,0.05,42,100,0.0,0.4347,0.015,1.5333,0.0197,0.0401,0.2065,0.1879,True,True,0.1526,0.0391,False,False,True
0.2,0.1562,0.05,0.05,137,0,0.0011,1.4792,0.0113,1.1055,0.0305,0.0616,0.575,0.1878,False,True,0.1524,0.0392,False,False,True
0.2,0.1562,0.05,0.05,137,25,0.0008,1.1687,0.0118,1.2985,0.0169,0.0438,0.2084,0.1881,True,True,0.1527,0.0388,False,False,True
0.2,0.1562,0.05,0.05,137,50,0.0002,0.5157,0.0134,1.4513,0.0127,0.0423,0.2092,0.1874,True,True,0.1522,0.0392,False,False,True
0.2,0.1562,0.05,0.05,137,75,0.0003,0.6361,0.0275,2.6729,0.0149,0.0408,0.2099,0.1867,True,True,0.1518,0.0391,False,False,False
0.2,0.1562,0.05,0.05,137,100,0.0005,0.7709,0.0333,3.1815,0.011,0.0384,0.1694,0.1866,True,True,0.1517,0.0394,False,False,False
0.2,0.1562,0.05,0.05,256,0,0.0015,1.9498,0.0171,1.7409,0.0344,0.0622,0.5593,0.1874,False,True,0.1521,0.0397,False,False,True
0.2,0.1562,0.05,0.05,256,25,0.0012,1.4837,0.019,1.7855,0.0108,0.0399,0.1864,0.1889,True,True,0.1531,0.0385,False,False,True
0.2,0.1562,0.05,0.05,256,50,0.0001,0.4787,0.0099,1.0521,0.0331,0.0384,0.1855,0.1876,True,True,0.1523,0.038,False,False,True
0.2,0.1562,0.05,0.05,256,75,-0.0003,0.091,0.0064,0.732,0.0202,0.0418,0.1875,0.1877,True,True,0.1524,0.0389,False,False,True
0.2,0.1562,0.05,0.05,256,100,0.0006,1.0121,0.003,0.361,0.0085,0.0449,0.1987,0.1872,True,True,0.1521,0.039,False,False,True
0.2,0.1562,0.05,0.05,1024,0,-0.0002,0.1123,0.0279,2.5771,0.0315,0.0617,0.5974,0.1868,False,True,0.1518,0.0392,False,False,False
0.2,0.1562,0.05,0.05,1024,25,-0.0017,-1.1617,-0.0044,-0.4635,0.0139,0.0377,0.2006,0.1875,True,True,0.1523,0.04,False,False,True
0.2,0.1562,0.05,0.05,1024,50,-0.0019,-1.6164,0.0068,0.7465,0.0197,0.0377,0.1939,0.1877,True,True,0.1524,0.0401,False,False,True
0.2,0.1562,0.05,0.05,1024,75,-0.0021,-1.7617,0.0051,0.5749,0.016,0.0403,0.2357,0.1884,True,True,0.1528,0.0398,False,False,True
0.2,0.1562,0.05,0.05,1024,100,-0.0018,-1.4636,-0.0028,-0.1868,0.0089,0.0432,0.2365,0.1877,True,True,0.1524,0.0404,False,False,True
0.2,0.1562,0.05,0.05,31415,0,0.0001,0.5529,0.024,2.5718,0.0454,0.0638,0.5984,0.1865,False,True,0.1516,0.0397,False,False,False
0.2,0.1562,0.05,0.05,31415,25,0.0005,0.8121,0.0077,0.7827,0.0031,0.0409,0.239,0.1874,True,True,0.1522,0.0394,False,False,True
0.2,0.1562,0.05,0.05,31415,50,0.0002,0.4935,0.0079,0.8731,0.0024,0.0426,0.2384,0.1879,True,True,0.1525,0.0399,False,False,True
0.2,0.1562,0.05,0.05,31415,75,0.0005,0.913,0.0176,1.7954,0.0028,0.0426,0.2131,0.1877,True,True,0.1524,0.04,False,False,True
0.2,0.1562,0.05,0.05,31415,100,0.0002,0.6017,0.0199,2.2738,0.0036,0.047,0.2136,0.1872,True,True,0.1521,0.0392,False,False,False
0.2,0.3123,0.1,0.1,42,0,0.0015,1.8629,0.0094,0.9737,0.0413,0.0606,0.5539,0.174,False,True,0.1436,0.0395,False,False,True
0.2,0.3123,0.1,0.1,42,25,0.0025,2.8234,0.022,2.6411,0.0104,0.0428,0.2051,0.1755,True,True,0.1447,0.039,False,False,False
0.2,0.3123,0.1,0.1,42,50,0.0017,2.0842,0.0306,3.2524,0.0073,0.0406,0.2046,0.176,True,True,0.145,0.0387,False,False,False
0.2,0.3123,0.1,0.1,42,75,0.0008,1.0467,0.0244,2.3781,0.0033,0.041,0.2292,0.1762,True,True,0.1451,0.039,False,False,False
0.2,0.3123,0.1,0.1,42,100,0.0004,0.7972,0.025,2.5601,0.02,0.0416,0.2051,0.1755,True,True,0.1447,0.039,False,False,False
0.2,0.3123,0.1,0.1,137,0,0.0021,2.4543,0.0264,2.577,0.0256,0.0594,0.5342,0.1752,False,True,0.1444,0.0386,False,False,False
0.2,0.3123,0.1,0.1,137,25,0.002,2.3477,0.0201,2.1152,0.0218,0.0449,0.226,0.1753,True,True,0.1445,0.0381,False,False,False
0.2,0.3123,0.1,0.1,137,50,0.001,1.3617,0.0205,2.2807,0.0144,0.0422,0.2175,0.1747,True,True,0.1442,0.0386,False,False,False
0.2,0.3123,0.1,0.1,137,75,0.0011,1.4001,0.0323,3.1837,0.0164,0.0417,0.2187,0.1737,True,True,0.1435,0.0386,False,False,False
0.2,0.3123,0.1,0.1,137,100,0.0012,1.5193,0.0374,3.4979,0.0151,0.0392,0.1933,0.1738,True,True,0.1435,0.039,False,False,False
0.2,0.3123,0.1,0.1,256,0,0.0023,2.7224,0.0311,3.1417,0.0347,0.0613,0.5313,0.1747,False,True,0.144,0.0393,False,False,False
0.2,0.3123,0.1,0.1,256,25,0.002,2.3981,0.0222,1.9865,0.009,0.042,0.1954,0.1761,True,True,0.145,0.0384,False,False,False
0.2,0.3123,0.1,0.1,256,50,0.0008,1.2891,0.0139,1.4664,0.0342,0.0403,0.1922,0.1748,True,True,0.1442,0.0377,False,False,True
0.2,0.3123,0.1,0.1,256,75,0.0002,0.5992,0.0139,1.4518,0.0206,0.0448,0.1921,0.175,True,True,0.1443,0.0383,False,False,True
0.2,0.3123,0.1,0.1,256,100,0.001,1.3793,0.0099,1.0031,0.0159,0.046,0.2158,0.1743,True,True,0.1438,0.0385,False,False,True
0.2,0.3123,0.1,0.1,1024,0,0.0005,0.8318,0.0391,3.4644,0.0309,0.0602,0.5882,0.1748,False,True,0.1441,0.0392,False,False,False
0.2,0.3123,0.1,0.1,1024,25,-0.0009,-0.3948,0.0095,0.9681,0.014,0.039,0.2033,0.1751,True,True,0.1444,0.0397,False,False,True
0.2,0.3123,0.1,0.1,1024,50,-0.001,-0.6585,0.0239,2.4461,0.0194,0.0405,0.2031,0.1753,True,True,0.1445,0.0394,False,False,False
0.2,0.3123,0.1,0.1,1024,75,-0.0017,-1.3681,0.017,1.8551,0.0048,0.0422,0.2529,0.1756,False,True,0.1447,0.0392,False,False,True
0.2,0.3123,0.1,0.1,1024,100,-0.0018,-1.3923,0.0113,1.2553,0.0095,0.0445,0.2541,0.1748,False,True,0.1442,0.0398,False,False,True
0.2,0.3123,0.1,0.1,31415,0,0.001,1.4959,0.0337,3.7852,0.0478,0.0616,0.5462,0.1736,False,True,0.1433,0.039,False,False,False
0.2,0.3123,0.1,0.1,31415,25,0.0014,1.7457,0.0188,1.8834,0.0039,0.0423,0.2457,0.1742,True,True,0.1438,0.0384,False,False,True
0.2,0.3123,0.1,0.1,31415,50,0.0009,1.276,0.0094,0.9345,0.0039,0.0435,0.2449,0.1748,True,True,0.1442,0.039,False,False,True
0.2,0.3123,0.1,0.1,31415,75,0.0015,1.8859,0.0192,2.0223,0.0085,0.0433,0.2244,0.1747,True,True,0.1441,0.0389,False,False,False
0.2,0.3123,0.1,0.1,31415,100,0.001,1.3511,0.0245,2.8648,0.01,0.0476,0.225,0.1743,True,True,0.1438,0.0385,False,False,False
0.2,0.6239,0.2,0.2,42,0,0.0036,4.107,0.0291,2.9847,0.0365,0.0587,0.4967,0.1482,False,True,0.1262,0.0382,False,False,False
0.2,0.6239,0.2,0.2,42,25,0.0043,4.314,0.0391,4.5039,0.0183,0.0486,0.2596,0.1495,False,True,0.1271,0.0375,False,False,False
0.2,0.6239,0.2,0.2,42,50,0.0029,3.2507,0.0542,5.9747,0.0163,0.0495,0.2587,0.15,False,True,0.1274,0.0371,False,False,False
0.2,0.6239,0.2,0.2,42,75,0.0027,2.9044,0.046,4.3206,0.0135,0.049,0.2666,0.15,False,True,0.1275,0.0376,False,False,False
0.2,0.6239,0.2,0.2,42,100,0.0023,2.6057,0.0519,4.9185,0.0211,0.0445,0.2329,0.1494,True,True,0.1271,0.0379,False,False,False
0.2,0.6239,0.2,0.2,137,0,0.0046,5.031,0.0651,6.5793,0.0329,0.0563,0.443,0.149,False,True,0.1267,0.0378,False,False,False
0.2,0.6239,0.2,0.2,137,25,0.0038,4.2028,0.0546,5.6733,0.0172,0.0491,0.2466,0.1493,True,True,0.1269,0.0375,False,False,False
0.2,0.6239,0.2,0.2,137,50,0.003,3.2169,0.0446,4.8617,0.0084,0.0472,0.2308,0.1491,True,True,0.1268,0.0376,False,False,False
0.2,0.6239,0.2,0.2,137,75,0.0027,3.0152,0.0548,5.4384,0.0284,0.0466,0.2217,0.1479,True,True,0.126,0.0374,False,False,False
0.2,0.6239,0.2,0.2,137,100,0.0024,2.7509,0.0565,5.2988,0.0052,0.0453,0.2112,0.1477,True,True,0.1258,0.0378,False,False,False
0.2,0.6239,0.2,0.2,256,0,0.0043,4.5397,0.0501,4.8974,0.0358,0.0593,0.4312,0.1484,False,True,0.1263,0.0377,False,False,False
0.2,0.6239,0.2,0.2,256,25,0.0037,3.9293,0.0519,4.9549,0.013,0.0466,0.2165,0.1497,True,True,0.1272,0.0366,False,False,False
0.2,0.6239,0.2,0.2,256,50,0.0025,2.8774,0.0376,3.9396,0.0392,0.0447,0.2183,0.1484,True,True,0.1263,0.0365,False,False,False
0.2,0.6239,0.2,0.2,256,75,0.0017,2.0701,0.0362,3.8745,0.0161,0.0481,0.2152,0.1487,True,True,0.1266,0.0371,False,False,False
0.2,0.6239,0.2,0.2,256,100,0.0026,2.7648,0.0289,2.8412,0.0129,0.0513,0.2509,0.1483,False,True,0.1262,0.0373,False,False,False
0.2,0.6239,0.2,0.2,1024,0,0.0026,3.0593,0.0615,5.6271,0.0398,0.0549,0.4627,0.1487,False,True,0.1265,0.0384,False,False,False
0.2,0.6239,0.2,0.2,1024,25,0.0017,2.1666,0.0378,3.8489,0.015,0.0435,0.2388,0.1491,True,True,0.1268,0.0387,False,False,False
0.2,0.6239,0.2,0.2,1024,50,0.0011,1.609,0.0464,4.5085,0.0037,0.045,0.2391,0.1489,True,True,0.1267,0.0386,False,False,False
0.2,0.6239,0.2,0.2,1024,75,0.0001,0.475,0.039,4.0386,0.0029,0.0475,0.3012,0.1487,False,True,0.1266,0.0381,False,False,False
0.2,0.6239,0.2,0.2,1024,100,-0.0002,0.2684,0.0313,3.2611,0.0031,0.0499,0.3046,0.1484,False,True,0.1263,0.0385,False,False,False
