run_id,mode,stage,c_label,kappa,tier,u_const,seed,window_start_tick,window_start_block,window_start_schedule_phase,window_in_primary_family,primary_exclusion_reason,window_mean_rho,raw_Psi_meanI_state,Psi_meanI_state_z,raw_Psi_persistence_I,Psi_persistence_I_z,relative_drift,rho_cv,rho_range_over_mean,mean_active_state_variance,persistence_std,Steady_State_Candidate_APPARATUS_ONLY,Lifted_Activation_Candidate_APPARATUS_ONLY,extinction_degenerate_APPARATUS_ONLY,saturation_degenerate_APPARATUS_ONLY,LowLow_Nondegenerate_Candidate_APPARATUS_ONLY,analytic_realized_delta_p_u0_convention,driven_realized_contrast_mean,driven_realized_contrast_range,window_schedule_composition
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,125,5,2,True,,0.405292,-4.073825439771818e-05,0.3049441349774054,-0.0322117089880464,-3.2280303878308407,0.0137425780966683,0.0248853870260316,0.1371850415572351,0.2409286704,0.0492921366548458,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,150,6,0,True,,0.406604,-0.000726347747054,-0.2179609202629679,-0.027575170080082,-2.7211097126992136,0.0049698529066063,0.0245137430814501,0.1367423829161975,0.2411778384,0.0492417219845122,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,175,7,1,True,,0.406764,0.0002435397385404,0.5895021755320432,-0.0251959769307964,-2.446934930944042,0.0108297698548105,0.0241449549722793,0.1337384819361141,0.2412105904,0.0488930291963997,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,200,8,2,True,,0.4062,-1.0514923661759326e-06,0.391590385767831,-0.017174588995207,-1.8526962703808536,0.0104270397240955,0.022477677515809,0.1339241749534116,0.2411181952,0.04825391175853,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,225,9,0,True,,0.405648,-0.0018475435626301,-1.3303398585958763,-0.0178927910753402,-1.8651277727823417,0.0118128011776359,0.0220375566777164,0.1133988085399192,0.2410177856,0.0480784785117,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,250,10,1,True,,0.4047159999999999,0.0004967254927536,0.90075755857601,-0.024028155843884,-2.170551270556868,0.0094208809849543,0.0229229677682628,0.1097065593905193,0.2408348912,0.0487782671278921,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,275,11,2,True,,0.4047879999999999,-0.0001801872791186,0.2188581215564935,-0.0094772360507269,-0.8865662360187809,0.0015648273683245,0.0225608272449989,0.1096870457877035,0.2408512751999999,0.0493006597927451,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,300,12,0,False,EXITS_PRIMARY_BLOCK_SET,0.404812,0.0002495747825553,0.5965512814710691,-0.008918432067753,-0.7454334012824871,0.0038059990010204,0.0221925229968096,0.1017756388106684,0.240858536,0.0486350147116252,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s1024,cm1,stageA,-0.1,-0.209,0.0,,1024,0,0,0,False,PRE_PRIMARY_PHASE_IMBALANCE,0.4024239999999999,0.0003818104402057,0.8033100132116296,-0.0083537622656675,-0.8023364653598137,0.033990238690522,0.0790984015816809,0.8528318369360877,0.2394657055999999,0.0481726501658358,False,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s1024,cm1,stageA,-0.1,-0.209,0.0,,1024,25,1,1,False,PRE_PRIMARY_PHASE_IMBALANCE,0.405448,0.0012292169134181,1.5464008608900237,-0.016061234286161,-1.5446274780941551,0.0097821585157143,0.0209401478983054,0.096683174915937,0.2409878367999999,0.0485196794713237,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
